"year","month","Fleet","sex","partition","ageErr","LbinLo","LbinHi","nSamps","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25","M26","M27","M28","M29","M30","M31","M32","M33","M34","M35","M1.1","M2.1","M3.1","M4.1","M5.1","M6.1","M7.1","M8.1","M9.1","M10.1","M11.1","M12.1","M13.1","M14.1","M15.1","M16.1","M17.1","M18.1","M19.1","M20.1","M21.1","M22.1","M23.1","M24.1","M25.1","M26.1","M27.1","M28.1","M29.1","M30.1","M31.1","M32.1","M33.1","M34.1","M35.1"
2003,"7","Enter Fleet",2,0,"1",36,36,4,0,0,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"7","Enter Fleet",2,0,"1",38,38,4,0,0,0,0,0,50,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"7","Enter Fleet",2,0,"1",40,40,4,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"7","Enter Fleet",2,0,"1",42,42,5,0,0,0,0,0,20,20,0,40,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,40,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"7","Enter Fleet",2,0,"1",44,44,8,0,0,0,0,0,0,0,37.5,25,25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,25,25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"7","Enter Fleet",2,0,"1",46,46,12,0,0,0,0,0,0,0,0,25,16.6666666666667,0,16.6666666666667,16.6666666666667,0,8.33333333333333,8.33333333333333,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16.6666666666667,0,16.6666666666667,16.6666666666667,0,8.33333333333333,8.33333333333333,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"7","Enter Fleet",2,0,"1",48,48,13,0,0,0,0,0,0,0,0,7.69230769230769,15.3846153846154,15.3846153846154,0,30.7692307692308,7.69230769230769,7.69230769230769,7.69230769230769,7.69230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69230769230769,15.3846153846154,15.3846153846154,0,30.7692307692308,7.69230769230769,7.69230769230769,7.69230769230769,7.69230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"7","Enter Fleet",2,0,"1",50,50,11,0,0,0,0,0,0,0,0,0,0,18.1818181818182,9.09090909090909,9.09090909090909,18.1818181818182,18.1818181818182,0,0,0,0,9.09090909090909,0,9.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,9.09090909090909,0,0,0,0,0,0,0,0,0,0,18.1818181818182,9.09090909090909,9.09090909090909,18.1818181818182,18.1818181818182,0,0,0,0,9.09090909090909,0,9.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,9.09090909090909
2003,"7","Enter Fleet",2,0,"1",52,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"7","Enter Fleet",2,0,"1",34,34,2,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
